159	136	99	159	136	99
104	117	103	104	117	103
11	13	11	11	13	11
97	73	49	97	73	49
106	62	50	106	62	50
23	50	76	23	50	76
108	51	41	108	51	41
39	65	77	39	65	77
82	44	32	82	44	32
13	14	14	13	14	14
36	57	68	36	57	68
12	15	13	12	15	13
79	39	31	79	39	31
27	62	93	27	62	93
116	61	44	116	61	44
35	64	85	35	64	85
14	16	13	14	16	13
22	25	45	22	25	45
24	49	70	24	49	70
160	148	97	160	148	97
218	236	137	218	236	137
91	40	34	91	40	34
22	29	42	22	29	42
94	53	35	94	53	35
96	46	31	96	46	31
52	88	102	52	88	102
190	148	104	190	148	104
0	0	0	0	0	0
22	33	22	22	33	22
94	57	49	94	57	49
69	34	28	69	34	28
26	49	71	26	49	71
190	156	111	190	156	111
25	57	85	25	57	85
35	87	117	35	87	117
75	85	76	75	85	76
30	79	107	30	79	107
85	47	45	85	47	45
87	48	30	87	48	30
13	15	14	13	15	14
108	123	104	108	123	104
36	103	118	36	103	118
94	39	33	94	39	33
16	18	16	16	18	16
29	49	78	29	49	78
26	70	106	26	70	106
23	37	60	23	37	60
15	16	13	15	16	13
25	39	67	25	39	67
22	25	21	22	25	21
21	26	36	21	26	36
24	33	58	24	33	58
43	49	49	43	49	49
74	39	32	74	39	32
100	52	41	100	52	41
25	45	67	25	45	67
129	83	76	129	83	76
105	60	45	105	60	45
155	145	114	155	145	114
28	32	30	28	32	30
13	15	12	13	15	12
79	32	26	79	32	26
15	20	14	15	20	14
12	15	12	12	15	12
15	16	13	15	16	13
225	239	219	225	239	219
140	156	137	140	156	137
29	76	106	29	76	106
86	39	35	86	39	35
27	63	95	27	63	95
99	55	42	99	55	42
24	42	63	24	42	63
90	44	34	90	44	34
26	61	92	26	61	92
70	48	29	70	48	29
14	16	16	14	16	16
34	20	16	34	20	16
21	22	13	21	22	13
89	41	33	89	41	33
29	73	107	29	73	107
57	134	155	57	134	155
132	129	107	132	129	107
57	31	24	57	31	24
17	20	21	17	20	21
15	16	14	15	16	14
15	16	14	15	16	14
169	102	74	169	102	74
12	13	13	12	13	13
95	65	47	95	65	47
102	53	42	102	53	42
26	68	99	26	68	99
98	57	40	98	57	40
181	161	120	181	161	120
33	67	85	33	67	85
102	47	38	102	47	38
13	16	15	13	16	15
48	22	17	48	22	17
14	15	13	14	15	13
164	145	108	164	145	108
144	102	80	144	102	80
15	16	12	15	16	12
111	62	48	111	62	48
22	26	41	22	26	41
93	55	42	93	55	42
27	67	100	27	67	100
78	46	35	78	46	35
117	76	57	117	76	57
29	68	98	29	68	98
28	48	73	28	48	73
12	15	13	12	15	13
25	63	91	25	63	91
25	44	63	25	44	63
174	163	122	174	163	122
21	27	37	21	27	37
27	65	87	27	65	87
92	39	32	92	39	32
166	144	113	166	144	113
154	132	101	154	132	101
38	111	137	38	111	137
15	17	14	15	17	14
216	237	207	216	237	207
86	48	36	86	48	36
40	102	131	40	102	131
16	18	17	16	18	17
22	27	47	22	27	47
13	14	14	13	14	14
24	30	41	24	30	41
15	16	14	15	16	14
27	50	72	27	50	72
43	93	110	43	93	110
31	75	103	31	75	103
132	112	90	132	112	90
39	100	132	39	100	132
23	30	53	23	30	53
33	85	117	33	85	117
101	58	38	101	58	38
19	24	26	19	24	26
160	91	70	160	91	70
136	86	66	136	86	66
94	51	36	94	51	36
63	32	28	63	32	28
21	24	39	21	24	39
108	80	57	108	80	57
44	109	128	44	109	128
67	36	24	67	36	24
15	16	15	15	16	15
46	104	126	46	104	126
187	146	100	187	146	100
31	72	98	31	72	98
31	69	98	31	69	98
63	31	25	63	31	25
41	100	130	41	100	130
34	59	75	34	59	75
118	129	110	118	129	110
25	29	25	25	29	25
38	99	130	38	99	130
216	237	208	216	237	208
20	18	15	20	18	15
158	136	98	158	136	98
29	74	104	29	74	104
147	118	81	147	118	81
18	19	18	18	19	18
102	50	40	102	50	40
177	167	125	177	167	125
24	41	59	24	41	59
24	28	42	24	28	42
34	63	50	34	63	50
25	54	82	25	54	82
14	14	13	14	14	13
27	68	103	27	68	103
154	116	92	154	116	92
33	88	115	33	88	115
38	117	145	38	117	145
14	17	13	14	17	13
108	97	64	108	97	64
20	23	36	20	23	36
11	14	12	11	14	12
12	16	14	12	16	14
87	39	31	87	39	31
176	158	113	176	158	113
15	17	15	15	17	15
15	16	14	15	16	14
28	45	73	28	45	73
79	33	26	79	33	26
13	15	14	13	15	14
151	117	73	151	117	73
32	74	101	32	74	101
176	172	130	176	172	130
101	39	34	101	39	34
14	16	16	14	16	16
59	32	25	59	32	25
24	52	80	24	52	80
169	159	111	169	159	111
101	53	39	101	53	39
97	46	36	97	46	36
