32	80	117	-1
12	13	13	-1
11	14	13	-1
24	55	85	-1
24	49	72	-1
20	45	64	-1
33	32	32	-1
24	52	73	-1
15	16	15	-1
13	14	14	-1
22	53	80	-1
30	69	91	-1
22	45	67	-1
137	154	137	-1
222	202	136	+1
21	43	71	-1
23	59	82	-1
25	56	83	-1
27	65	97	-1
18	26	31	-1
14	18	15	-1
31	88	111	-1
21	54	83	-1
23	49	75	-1
12	16	13	-1
24	47	73	+1
24	31	23	-1
21	44	69	-1
13	16	13	-1
25	63	92	-1
16	20	18	-1
14	15	15	-1
22	56	85	-1
29	73	109	-1
176	144	88	+1
193	172	120	+1
30	76	105	-1
14	15	14	-1
26	51	75	-1
25	65	99	-1
197	147	108	+1
25	45	64	-1
22	40	63	-1
38	71	101	-1
19	36	56	-1
14	19	17	-1
23	56	86	-1
16	27	33	-1
23	55	78	-1
26	54	71	-1
15	18	15	-1
29	68	102	-1
24	52	78	-1
12	14	13	-1
23	51	72	-1
23	49	80	-1
27	52	65	-1
23	50	75	-1
12	15	13	-1
29	70	104	-1
23	54	82	-1
20	44	65	-1
18	32	34	-1
22	21	28	-1
81	111	114	-1
12	16	15	-1
11	14	11	-1
23	44	71	-1
23	55	84	-1
11	14	13	-1
35	89	122	-1
22	46	71	-1
12	13	12	-1
16	19	18	-1
12	14	11	-1
68	106	95	+1
37	95	133	-1
23	48	74	-1
26	55	81	-1
28	62	91	-1
27	67	101	-1
23	55	79	-1
35	40	38	-1
13	18	18	-1
25	58	86	-1
13	17	16	-1
24	54	82	-1
60	69	61	-1
12	15	14	-1
23	54	76	-1
26	56	76	+1
173	197	179	-1
13	15	14	-1
152	172	88	+1
29	25	25	-1
17	18	18	-1
14	17	15	-1
14	15	16	-1
22	54	85	-1
12	15	13	-1
20	40	59	-1
23	53	79	-1
24	46	72	+1
14	16	15	-1
14	17	14	-1
156	132	92	+1
28	68	97	-1
15	18	14	-1
10	15	14	-1
29	73	108	-1
166	184	163	-1
202	185	127	+1
17	19	16	-1
11	14	13	-1
22	39	61	-1
22	38	51	-1
26	57	85	-1
237	240	226	-1
40	46	58	-1
21	42	68	-1
21	46	74	-1
18	23	26	-1
11	14	12	-1
29	78	111	-1
15	15	14	-1
39	91	121	-1
24	55	86	-1
12	13	12	-1
23	53	80	-1
24	56	80	-1
78	89	78	-1
47	67	83	-1
30	73	106	-1
13	15	14	-1
30	76	111	-1
23	46	67	-1
28	65	94	-1
28	70	103	-1
135	120	90	+1
23	50	80	-1
27	62	98	-1
165	120	78	+1
12	13	13	-1
144	107	77	+1
25	62	90	-1
14	18	16	-1
205	165	122	+1
22	52	77	-1
106	73	51	+1
19	46	73	-1
201	164	122	+1
27	70	104	-1
13	17	17	-1
23	51	77	-1
25	57	84	-1
25	61	93	-1
25	79	100	-1
22	37	52	-1
23	39	65	+1
22	46	72	-1
28	66	98	-1
240	240	240	-1
13	17	16	-1
12	14	13	-1
14	16	13	-1
24	53	72	-1
12	16	17	-1
23	48	75	-1
185	159	106	+1
12	14	12	-1
21	40	64	-1
14	16	14	-1
15	17	17	-1
181	160	106	+1
113	125	108	-1
25	47	71	-1
25	50	68	+1
15	15	12	-1
25	58	85	-1
22	50	75	-1
22	47	73	-1
24	51	73	-1
25	51	74	-1
24	58	79	-1
14	15	13	-1
22	42	70	-1
13	15	14	-1
28	31	26	-1
22	53	81	-1
51	69	96	-1
22	49	77	-1
26	68	101	-1
25	57	81	-1
23	54	78	-1
25	53	82	-1
168	109	83	+1
21	45	71	-1
24	52	76	-1
11	14	12	-1
80	178	193	-1
32	35	22	-1
12	15	13	-1
92	103	90	-1
29	71	101	-1
32	68	84	-1
27	58	85	-1
28	69	92	-1
17	21	19	-1
23	50	70	-1
18	47	72	-1
15	18	16	-1
28	48	70	+1
11	14	15	-1
45	51	50	-1
13	15	14	-1
25	53	77	-1
47	29	22	+1
14	18	17	-1
21	43	67	-1
32	56	71	+1
24	49	70	-1
151	107	71	+1
26	63	92	-1
29	55	75	-1
33	61	75	-1
15	18	15	-1
26	57	77	-1
20	35	50	-1
212	198	137	+1
26	52	75	+1
18	18	22	-1
185	191	185	-1
13	13	13	-1
135	120	88	+1
23	44	59	-1
20	44	66	-1
13	14	14	-1
14	18	18	-1
182	149	98	+1
176	145	94	+1
29	75	105	-1
215	200	137	+1
22	45	74	-1
25	57	86	-1
22	47	71	-1
11	13	12	-1
11	13	12	-1
31	75	109	-1
13	17	17	-1
24	59	79	-1
11	12	12	-1
159	118	78	+1
22	50	74	-1
23	48	74	+1
92	102	90	-1
11	14	12	-1
13	14	13	-1
31	37	40	-1
119	130	111	-1
16	18	16	-1
216	202	138	+1
168	146	103	+1
26	57	81	-1
22	49	76	-1
176	150	106	+1
134	154	137	-1
19	47	67	-1
28	74	108	-1
15	18	16	-1
35	82	119	-1
23	53	79	-1
22	48	72	-1
10	11	12	-1
31	85	120	-1
24	52	75	-1
15	17	15	-1
22	33	33	-1
19	34	52	-1
25	49	75	+1
13	16	13	-1
174	149	114	+1
12	14	14	-1
23	66	97	-1
27	69	104	-1
123	135	114	-1
168	130	93	+1
28	67	98	-1
22	53	77	-1
29	60	79	-1
32	77	111	-1
30	62	76	-1
24	57	84	-1
11	14	14	-1
24	52	76	-1
25	53	80	+1
120	133	113	-1
140	146	134	-1
25	39	59	-1
11	15	14	-1
15	17	16	-1
13	16	15	-1
27	74	105	-1
29	60	81	+1
25	58	93	-1
26	60	83	-1
15	16	14	-1
174	144	106	+1
18	34	51	-1
23	49	78	-1
36	40	37	-1
32	77	111	-1
11	14	13	-1
22	44	69	-1
161	103	76	+1
19	36	59	-1
26	62	96	-1
13	14	14	-1
13	14	14	-1
18	19	18	-1
15	18	17	-1
24	42	68	+1
18	32	50	-1
12	15	13	-1
203	185	127	+1
28	75	99	-1
185	159	115	+1
27	51	77	+1
26	60	87	-1
154	139	104	+1
22	51	78	-1
22	54	78	-1
23	54	80	-1
14	15	14	-1
27	57	79	-1
14	15	15	-1
23	52	83	-1
